Key,Description,Standard
SAY.flowchart_Game_Chapter_05.1391.,,好吧，那么我来继续梳理大洪水过后的人类的历史.{wc}\n洪水的目的其实本来是把世界上的一切人类抹掉。同时神们也短暂离开了。{wc}\n但是因为怜爱人类的神的帮助，一部分人类坚强的活下来了。{wc}\n并按照神的交代和吩咐，在这片土地上再次建立起了辉煌的文明。{wc}\n当时的人类把关照他们的神的形象做成雕像供拜，期待着有一天神的再次降临。{wc}\n的确神再次出现，和人类共创了，辉煌的苏美尔文明。{wc}\n但是真相总归会败露的，反对方的神发现了人类的存活，而且只拥护怜爱他们的神，大为愤怒。{wc}\n于是处心积虑的创造出新的一批人类用于对抗苏美尔文明。{wc}\n说是创造，其实只不过是给一群蛮族封了王位，并且给了他们武器。{wc}\n于是一场，人类文明的大战就此拉开了帷幕。\n
SAY.flowchart_Game_Chapter_05.1392.,,好，大神说什么我都洗耳恭听。
SAY.flowchart_Game_Chapter_05.1393.,,你说的没错，但又不那么准确。{wc}\n这一点我之后再跟你细说吧。{wc}\n不管怎样，你就先撇开成见，听我跟你说。{wc}\n是的，说到这里我一直没有跟你提这些所谓的神，{wc}\n或者说是宇宙意识体的化身。他们其实和我们一样是有幻化出的个体。{wc}\n并且在全世界不同的古老文明里都有被提到过。{wc}\n那些所谓的神话传说，只不过是由于记载不够详细，或是被错误翻译，{wc}\n因此和事实产生了一层薄纱，在被所谓的历史学家们冠上了所谓神话传说的头衔。{wc}\n变得一文不值了。
SAY.flowchart_Game_Chapter_05.1394.,,当然想啦！不要告诉我他是特朗普？。{wc}\n要不就是耶稣基督？天使们？
SAY.flowchart_Game_Chapter_05.1396.,,恭喜你，开窍了。{wc}\n的确有很多的故事都在记述真实的历史，比如女娲造人，摩西，诺亚方舟，等等。{wc}\n不过也要事先声明，有一部分的传说也是经过杜撰和修改后的版本。{wc}\n这一点我之后再跟你解释。{wc}\n咱们先来看看，这些化身神们在洪水过后到底在这个世界上做了些什么吧。
SAY.flowchart_Game_Chapter_05.1397.,,你又来了！。{wc}\n好吧，不跟你开玩笑。想知道这些伟大的神们都谁吗？
SAY.flowchart_Game_Chapter_05.1398.,,对，还有奥巴马和撒旦！\n
SAY.flowchart_Game_Chapter_05.1399.,,不会吧！这也太…
SAY.flowchart_Game_Chapter_05.1400.,,逗你的啦！{wc}你还真是……算了。
SAY.flowchart_Game_Chapter_05.1406.,,我还是长话短说吧。{wc}\n目前我们人类有记载的最古老的文明，不是古埃及也不是中国和印度。\n
SAY.flowchart_Game_Chapter_05.1407.,,那是哪一个啊？！\n
SAY.flowchart_Game_Chapter_05.1408.,,这个文明的名字就叫做 苏美尔。{wc}\n是的，历史书上有提到过，不过因为某种原因，总是轻描淡写的一笔带过。{wc}\n这个我之后再解释是为什么。{wc}\n实际上苏美尔文明曾经在我们的世界，尤其是大洪水过后的人类历史创造出辉煌的文明。
SAY.flowchart_Game_Chapter_05.1409.,,是嘛，我还真没有研究过。{wc}\n不妨多说说，我挺有兴趣的。
SAY.flowchart_Game_Chapter_05.1411.,,苏美尔文明是被公认我们有记载人类最早的文明。{wc}\n不仅如此，事实上这个文明远比我们想想的发达。{wc}\n并且留下了大量的泥板记录的历史。数量之多几乎是一座文明的图书馆。{wc}\n记录了当时发达的技术文化法律诗歌等等。\n
SAY.flowchart_Game_Chapter_05.1412.,,那为什么我没怎么听说过呢？。{wc}\n按道理说这么牛逼的文明应该被大量的教育和传承啊？{wc}\n但是如果你不说我机会不知道有这么一个文明存在在这个世界上呢。
SAY.flowchart_Game_Chapter_05.1413.,,这的确是一个问题，但是我现在没法一次性把原因说清楚。{wc}\n但如果你耐心听我说下去就会知道这是怎么回事了。
SAY.flowchart_Game_Chapter_05.1414.,,好吧！让我猜猜，{wc}\n一定是有什么人不想让我们知道，对不对！?。{wc}\n记载的古苏美尔文明里一定有宝物！他想占为己有。{wc}\n难道是海盗？！
SAY.flowchart_Game_Chapter_05.1415.,,没错，你说对了一部分，有人把他们藏起来了。但绝不是单纯的海盗。{wc}\n伟大苏美尔文明的泥板里记录了不一样的历史！。{wc}\n这才是那些人用尽办法不让它呈现在世人面前的原因。
SAY.flowchart_Game_Chapter_05.1416.,,哇塞，你是说苏美尔文明里有不可告人的秘密历史吗？。{wc}\n听着好带劲啊！快到告诉我这些秘密吧！？。{wc}\n最喜欢这种话题了。
SAY.flowchart_Game_Chapter_05.1417.,,这部分内容很庞大，我会稍晚点跟另外的问题一起回答你。{wc}\n重点是让我们来看看，这些古老的苏美尔人们对人类起源和那些神们的记载吧。{wc}\n事实上我刚刚跟你说的创世文明，很多都在苏美尔的泥板文字记载里有过清晰的描述。
SAY.flowchart_Game_Chapter_05.1418.,,是嘛！还真是神奇了啊。{wc}\n比如说哪部分？
SAY.flowchart_Game_Chapter_05.1419.,,西琴在书中客观的描述了苏美尔的众神已经神家族的各种故事，{wc}\n并清晰的描述道神创造人类的历史。{wc}\n之前我跟你描述的神族的战争已经人类和神的战争。{wc}\n在苏美尔泥板中都有详细的描述和记载。{wc}\n通过对大量泥板文字的分析，{wc}\n可以给我们展现出当年苏美尔的众神们在我们的世界开拓并建立的文明，{wc}\n并多次创造人类的故事。{wc}\n人类在很长一段时间都和神们在同一个世界相处。{wc}\n这些景象都难以想象。
SAY.flowchart_Game_Chapter_05.1420.,,了不起！我得有机会关注一下这个人。{wc}\n很想知道他都写了些什么！会有多么惊人。
SAY.flowchart_Game_Chapter_05.1425.,,在这里还需要提及的是，苏美尔的文字是在近代才被发现的。{wc}\n并且很长一段都没有人能够读懂。无形中给这段历史增加更多的神秘感。{wc}\n就像玛雅文明，古埃及文明一样。{wc}\n近代有一位有名的历史学家，叫做赛迦利亚西琴的人，他可以说是为数不多可以破译泥板文字的人。{wc}\n他用一生的心血早就并分析，得出了对苏美尔文明很多重要的的观点。{wc}\n并把自己的研究成果出版了震惊世界的地球编年史。{wc}\n考古学界一片哗然。\n
SAY.flowchart_Game_Chapter_05.1355.,,听着有点慎得慌，有点像是附体似得。
SAY.flowchart_Game_Chapter_05.1356.,,呵呵，我会尽量慢慢的解释的。{wc}\n“神”们自从诞生在这个“大千世界”里后，便开始了更加主观的设计和改造这个世界。{wc}\n与此同时，由于个体意识的出现。神们发现自身内部也出现了很多不足。{wc}\n于是开始创造为他们所用的次级的生物，并用于更加艰难和危险等方面的用途。{wc}\n很不愿说的是，我们人类就是在这个漫长的改造和创造的过程中，诞生的。
SAY.flowchart_Game_Chapter_05.1363.,,呵呵，你别太悲观。{wc}\n我只是在尽我所能表达的方式让你看到真相。{wc}\n的确，很遗憾。我们不并不是这个世界的代言人。{wc}\n甚至不是什么执行人，只不过是个衍生品而已。
SAY.flowchart_Game_Chapter_05.1364.,,啥？我们人类是神造出来的？{wc}\n你确定不是基督传教的么？{wc}\n造人干啥？我们难道是给他们玩的玩具么？{wc}\n这个说法略微有点惨啊？
SAY.flowchart_Game_Chapter_05.1365.,,你啊，就是太性急。{wc}\n至少如果你还信任雅克布所说的话。{wc}\n让他尽可能的把这个庞大的问题给你一个比较满意的解释，好么？
SAY.flowchart_Game_Chapter_05.1366.,,我的天，真是毁三观了。。。{wc}\n长这么大，头一次感觉自己根本没有存在的意义了。{wc} \n不对啊！？既然你说人类是哪些个狗屁神们造出来的。{wc}\n他们人现在哪呢？他们怎么不出来直接跟我们说，别瞎玩啦。{wc}\n你们的爸爸在这里啊？
SAY.flowchart_Game_Chapter_05.1367.,,很显然，这个故事还不足以解释人类是谁？{wc}\n为什么最终人类成为了这个世界的主宰？{wc}\n但是接下来的故事可能太漫长，所以我浓缩一下。做一个概述。{wc}\n如果你有问题，我们可以在接下来的时候再细聊。
SAY.flowchart_Game_Chapter_05.1368.,,不好意思，凯瑟琳大人。{wc}\n小的知错了，赶快把真相狠狠地砸在我的脸上吧！？
SAY.flowchart_Game_Chapter_05.1369.,,人类和那些被神们创造出来的生物有很大的不同。{wc}\n首先，神们在这个世界上的数量很少。{wc}\n即便他们拥有过人的本事和长久的寿命，但最终还是免不了死亡。{wc}\n想要让整个世界变得更加秩序。他们意识到，{wc}\n需要更多和他们相似能力的生命，协助他们管理和改造世界。{wc}\n因此人类在一开始被设计出来就是按照神自身的蓝图设计的，自然就具备了很多神的特性。{wc}\n所以也会有更加强大的思考能力。从一开始就远远高于其他生物。{wc}\n更加强大的是，人类被授予了神的知识和工具。
SAY.flowchart_Game_Chapter_05.1370.,,好的。
SAY.flowchart_Game_Chapter_05.1371.,,你果然很有潜质，王浩。{wc}\n的确发生了战争，但并不是你说的这么简单。{wc}\n起初很长一段时间，神们制定了严格的法律，{wc}\n所以人类作为奴隶佣人苦力等身份，扮演了十分类似现代社会机器人的身份，{wc}\n极大的方便了神的管理大任。{wc}\n但同时神的内部在一次一次改进人类的过程，产生了两派的分歧。{wc}\n有一点需要说的就是。每次当他们发现设计出来的人类不够理想的时候，都会销毁或者回炉。{wc}\n而这就是著名的“大洪水”{wc}\n没错，大洪水过后，人类会被抹掉，同时再展开新一轮的改造。
SAY.flowchart_Game_Chapter_05.1352.,,不好意思要让你失望了。{wc}\n不过你说的还是有一定正确的。只不过这些管理员在很长一段时间里并不是人类。
SAY.flowchart_Game_Chapter_05.1353.,,啊？！{wc}\n不是人类，会是谁啊？
SAY.flowchart_Game_Chapter_05.1354.,,他们是这个世界上的有显身的“神”。{wc}\n和我们人类一样，他们有着先进的“身体”，{wc}\n更重要的是，他们的具有和“意识体”接近的意识能力。{wc}\n你可以想象他们相识意识体的分身。意识体把自己分身，并灌入了这些先进的“身体”里。
SAY.flowchart_Game_Chapter_05.1351.,,那你后来说的宇宙代言人，{wc}\n难道就是我们人类么？这个使命有些高大上啊？{wc}\n不过我也曾经这么才想过，{wc}\n感觉人类不仅仅是无意中进化成了地球上最先进智能的生物。{wc}\n这也有点太巧合了，完全说不通。{wc}\n所以我曾经猜想或许我们是地球的管理者？或者使者什么的。
SAY.flowchart_Game_Chapter_05.1348.,,试想一下，我们的世界，我们的宇宙{wc}\n在最初的混沌时期{wc}\n是一个巨大的浮云般的智能意识体。{wc}\n然后这个巨大的意识体通过对能量的转换，创造出了各种信息场（不同频率的震动）。{wc}\n然后它创造了无数微小的意识个体，并装上了可以解码这些信息场的“身体”。{wc}\n于是可以感受到所为的“世间万物”，这个“世界”就变得精彩起来。{wc}\n然而，世间万物需要按照特定的规律去运行，它们需要演变和秩序化。{wc}\n这就孕育出了一批具备更大意识体的“生物”的诞生。{wc}\n而这批“生物”的目的就是负责管理和改善这个“世间万物”的宇宙代言人。
SAY.flowchart_Game_Chapter_05.1349.,,对，你可以这么认为。
SAY.flowchart_Game_Chapter_05.1350.,,我的天呐，这脑洞开的都到脖子了！{wc}\n不过我喜欢。{wc}\n这个假设真的很有形象感。{wc}\n那么你是说上帝其实就是那个什么“意识体”么？
SAY.flowchart_Game_Chapter_05.1332.,,第五章\n人类的诞生
SAY.flowchart_Game_Chapter_04.1260.,,请说。
SAY.flowchart_Game_Chapter_04.1002.,,第四章 \n冰山一角
SAY.flowchart_Game_Chapter_04.1259.,,这个世界上还有一个既可悲又非常真实的秘密。{wc}\n我今天就免费告诉你，不管你接受与否。
SAY.flowchart_Game_Chapter_04.1258.,,为什么啊？这些人脑子进水了么？
SAY.flowchart_Game_Chapter_04.1257.,,你也看的出来，现今的世界存在无数的腐败和不合理。{wc}\n其实那是你所认为的，事实上这正是那些精英们处心积虑的朝着他们期望的方向发展的，{wc}\n因为对于他们来说，这都是最最合理的。
SAY.flowchart_Game_Chapter_04.1256.,,天呐。
SAY.flowchart_Game_Chapter_04.1255.,,是的，这也许听上去会很残酷，学校并不是用来你所认为教书育人的，{wc}\n医院也不是用来救死扶伤的，银行更不是帮助我们管理钱财的，警察从一开始就不是保护老百姓的。{wc}\n是的，我们所处的世界有着很多层的秘密，{wc}\n你所看到和听到和理解到的都仅仅是最最表层的信息所构建出来的假象。{wc}\n而这些伪知识正是你每天赖以生存的世界观、价值观、人生观。
SAY.flowchart_Game_Chapter_04.1254.,,好吧，虽然我不确定你怎么知道我是怎么认为的。{wc}\n但是我姑且这么相信吧。请美女继续。
SAY.flowchart_Game_Chapter_04.1253.,,还是改不了你的那股淘气劲儿。{wc}\n好吧，那就言归正传！{wc}\n首先请记住这句话，你所认为的世间一切事儿，其实背后都不是按照你认为的方式运作的。
SAY.flowchart_Game_Chapter_04.1252.,,呵呵，哪里哪里啦。您继续吧！{wc}\n快点把真相拍在我的脸上吧。
SAY.flowchart_Game_Chapter_04.1251.,,真的吗？这倒是让我吃了一惊，{wc}\n你还是第一个这么冷静的听众呢，你果然与众不同。
SAY.flowchart_Game_Chapter_04.1250.,,说真的，没感觉很难接受哎，{wc}\n我也一直觉得我们的世界就是一场虚拟现实的游戏。
SAY.flowchart_Game_Chapter_04.1249.,,你和我一样，都是这场“虚拟现实游戏”里的玩家，{wc}\n从一开始就是虚拟的，除了你的意识，其他都不真实。{wc}\n没错，虽然这很难接受。但先不要反抗，{wc}\n因为我会慢慢解释给你听。
SAY.flowchart_Game_Chapter_04.1248.,,好吧，我要说这个开场白我喜欢。{wc}\n简单明了，开门见山，您请接着说。
SAY.flowchart_Game_Chapter_04.1247.,,"你所学到的看到的听到的，全部都不是真的，全都是谎言。{wc}\n学校里学的，医院里听的，法律上说的，社会上看的,统统都在向你撒谎。{wc}\n真正的知识，却被非常妥善的保存起来，掌握在极少数的人手中。"
SAY.flowchart_Game_Chapter_04.1268.,,当然！你说吧，我已经迫不及待了。
SAY.flowchart_Game_Chapter_04.1267.,,正如我之前所说的，这世界，我们所生活的这个世界，存在许许多多层的历史，许许多多层的知识。{wc}\n当知道这个概念了，就方便我们从外向里一层层的拨开她的面纱了。{wc}\n在这里我将尽可能的站在客观的角度带你了解她，但是很多内容可能会和现在所认知的系统有着严重的冲突，{wc}\n但我聘我的良心向你尽可能的呈现真相原本的面目。{wc}\n这其中可能会和主流学科，尤其是和很多社会科学的下的定论有很多冲突。{wc}\n你姑且先听下来，带着一个开放的心态接纳这些新知识。{wc}\n在这之后你可以自行判断哪些才是更令人信服的真相。好吗？
SAY.flowchart_Game_Chapter_04.1266.,,这。。。好吧，这确实有可能。
SAY.flowchart_Game_Chapter_04.1265.,,不信的话，你可以试试，{wc}\n等我们结束今晚的谈话，你把所听到的信息，{wc}\n随便说给身边你熟悉的人，看看他们是什么反应。\n多半会还不等你把话说完就把你列入黑名单，打进邪教组织的名单里了。{wc}\n就像小孩子听到有人要说鬼故事的时候，{wc}\n把双手捂住耳朵闭着眼睛，大声的说，我不听我不听！
SAY.flowchart_Game_Chapter_04.1264.,,谢谢，我也很幸运今天能够得到这样的启示。
SAY.flowchart_Game_Chapter_04.1263.,,没错，这就是人类最最残酷的真相。{wc}\n并不是每一个人都愿意看到世界的真相，{wc}\n换句话说，没有多少人对世界的真相有所兴趣，想弄个究竟。{wc}\n而你和我们或许就是那些少部分的人，很幸运能相遇。
SAY.flowchart_Game_Chapter_04.1262.,,就像有人在骂他的祖宗那种？
SAY.flowchart_Game_Chapter_04.1261.,,绝大多数的人类，都只喜欢听他们想要听到的，喜欢看他们想看的，想他们所想的。{wc}\n如果一件事与他们的认知不同，哪怕这件事是真相，{wc}\n对于这些人来说，都会歇斯底里的不顾一切的反抗你所展现给他的东西。{wc}\n行为就像是丧心病狂的僵尸一样。
SAY.flowchart_Game_Chapter_04.1281.,,共济会？这名字好像在哪里听说过的样子。
SAY.flowchart_Game_Chapter_04.1280.,,是的，不管你信还是不信，这个世界，至少整个西方世界是完完全全掌握在这个幕后的精英集体的手上的。{wc}\n这不是科幻小说或者玄幻电影。这是最最现实的真相。{wc}\n这一小部分精英中的精英，事实上从古罗马甚至更早的时候就已经形成和存在了，{wc}\n公元以后的所有重要的历史事件都和他们有着千丝万缕的联系。{wc}\n这个团体在现今多半以秘密机会组织的形式，秘密的隐藏于主流舆论之外。{wc}\n上千年来，几乎没有人知道他们的存在。{wc}\n而在现今的社会里，公开显身的秘密团体里，{wc}\n最最名声显赫的组织莫过于现代的“共济会”了。
SAY.flowchart_Game_Chapter_04.1279.,,我懂了，他们就是希望大部分人生活在困惑和痛苦中，{wc}\n就没有时间和精力了解这背后是为什么了。
SAY.flowchart_Game_Chapter_04.1278.,,因为你看错了，你想错了，{wc}\n因为这个社会从来就不是为像你我这样的老百姓设计和服务的。{wc}\n制定这个世界规则的是一群极少数的精英，{wc}\n他们处心积虑，在幕后操控着这个世界的金融，政治，军事，医疗，教育，科技，法律等等等。{wc}\n通过这些手段，不断地在对我们老百姓，可怜的任人宰割的羊羔们，加以控制和利用。{wc}\n而这样一个“毁灭之相”正是他们希望达成的愿景。{wc}\n因为，越是混乱和恐惧，大多数的老百姓们越是容易控制。
SAY.flowchart_Game_Chapter_04.1277.,,为什么？
SAY.flowchart_Game_Chapter_04.1276.,,很显然是没有，至少到目前是没有的，
SAY.flowchart_Game_Chapter_04.1275.,,你说的太对了，我也这么觉得。{wc}\n但这一切毁灭之相，难道就没有一些有能力的人站出来制止和改变吗？
SAY.flowchart_Game_Chapter_04.1274.,,那么先从最外层，我们先从现今的这个社会说起。{wc}\n是的，也许你也曾会感叹，现今的世界真可谓是混乱不堪。{wc}\n最近一百年里人类经历了史无前例的发展，同时也带来了史无前例的混乱和伤害。{wc}\n那些看似奢华现代的钢筋混凝土的森林里的人们，伴随“物质生活”的无休止的提高，却来越发的失去人性，{wc}\n变得想一个个周而复始的拜倒在金钱上帝之下的行尸走肉。{wc}\n看得见和看不见的战争，正在摧毁这一次人类文明的一切成果。
SAY.flowchart_Game_Chapter_04.1284.,,这些大人物其中包括，大名鼎鼎的孟德斯鸠、歌德 、海顿、萨德侯爵、莫扎特、贝多芬、{wc}\n腓特烈大帝、乔治·华盛顿、富兰克林·德拉诺·罗斯福、约翰·埃德加·胡佛、马克·吐温、柯南道尔、{wc}\n加里波第、丘吉尔、本杰明·富兰克林、亨利·福特、托马斯·爱迪生、爱因斯坦、艾萨克·牛顿等等等等。{wc}\n直至今日共济会几乎在欧美甚至亚洲各国任何国家都有这强大的掌控力和秘密势力。
SAY.flowchart_Game_Chapter_04.1283.,,我的妈呀！这么多名人都是会员？！{wc}\n太不可思议了。
SAY.flowchart_Game_Chapter_04.1282.,,共济会的英语名称叫做FREEMASON，翻译成中文叫做自由石匠组织，{wc}\n他们是唯一对大众公开身份的全球范围的秘密社团组织。{wc}\n表面上他们宣扬兄弟情义，互助互补，帮助成员能在各个行业里得到支持，成就事业。{wc}\n近代最早公开的共济会组织源自于德国巴伐利亚，他们称为巴伐利亚共济会，{wc}\n后来在在法国出现了很多分支，再到英国苏格兰等地。{wc}\n在上个世纪初，规模不断壮大，会员不仅仅人数扩大的惊人，{wc}\n最重要的是，很多影响世界的大人物都纷纷加入了这个秘密社团。
SAY.flowchart_Game_Chapter_04.1292.,,你一定听说过“知识就是力量”，{wc}\n是的。 共济会或者光明会，等等。{wc}\n上千年来内部结构十分紧密，并且戒备森严。{wc}\n就好比魔术师组织们，决不允许解谜自己魔术的方法一样。{wc}\n因为一旦大众识破这些障眼法，他们的魔术就不再有作用了。
SAY.flowchart_Game_Chapter_04.1291.,,如果你细心的调查就会发现，我们的世界的最最重要的组成部分的机构里，大多都拥有共济会成员的身影。{wc}\n他们十分“智慧”的编造了现今的全部世界架构，创造了现代科学，主导了现代音乐，创立了现代银行和金融体系，{wc}\n创造了好莱坞为首的娱乐文化体系，法律和军事组织，医疗和制药机构，学校和教育体制。{wc}\n这一切看似为我们大多数人们服务的行业，事实上从一开始就不是为了老百姓服务的，{wc}\n反之是为了控制我们老百姓的身体和思想而设计的。{wc}\n这就是为什么，在一开始的时候我就说过，你所学到的看到的听到的，全部都不是真的，全都是谎言。{wc}\n学校里学的，医院里听的，法律上说的，社会上看的。统统都在向你撒谎。{wc}\n真正的知识，却被非常妥善的保存起来，掌握在极少数的人手中。
SAY.flowchart_Game_Chapter_04.1290.,,难道这就是我们每天有干不完的活，加不完的班的罪魁祸首？{wc}\n简直是一语点醒梦中人啊。太厉害了。
SAY.flowchart_Game_Chapter_04.1289.,,很显然不会是大家开派对，自娱自乐，他们有更高的目标和追求。{wc}\n而这些“崇高的目标”我们并不清楚，但无非也和如何掌控这个世界，掌控我们这些其他人有关。
SAY.flowchart_Game_Chapter_04.1288.,,那么这些精英中精英们，搞了这么多秘密组织到底要做什么呢？
SAY.flowchart_Game_Chapter_04.1287.,,当然共济会不代表是幕后精英的全部，但是其他的秘密社团相对更隐秘，{wc}\n比如光明会，大学校园的骷髅会，彼得伯格组织，罗马会议等等。{wc}\n他们的行动基本上是完全不公开的。不难看出，这些组织之间有着千丝万缕的联系，{wc}\n相互背后应该是同样的组织，分管不同的内容罢了。
SAY.flowchart_Game_Chapter_04.1286.,,太不可思议了。他们难道都知道这些秘密组织？
SAY.flowchart_Game_Chapter_04.1285.,,不仅仅这么一些人呢，事实上远比这个要多得多。{wc}\n历史上著名的人物，是个可能有九个都或多或少和这些组织有关系。
SAY.flowchart_Game_Chapter_04.1302.,,我猜想你一定还在怀疑这些“玄学”的真实性，会觉得，这怎么可能。{wc}\n全世界有那么多聪明和有能力的人，难道就没有人能够组织他们这么做吗？{wc}\n说到这里，我们就要慢慢梳理一下，共济会的来龙去脉以及他们到底在这个世界上做了哪些具体的事件吧。
SAY.flowchart_Game_Chapter_04.1301.,,听了这么多，我有一点不解。{wc}\n那么这个无比强大且无所不能的秘密组织他们到底想要得到什么呢？{wc}\n所谓的世界新秩序又是什么呢？{wc}\n为什么都是人类，还要做出那么多不利于人类甚至是战争和死亡的事情呢？
SAY.flowchart_Game_Chapter_04.1293.,,很多人会认为这世界上最重要的是金钱，也有一些人会认为是力量和权力。{wc}\n因为在他们看来有了这些就能对大多数人进行有效的控制。很可惜，那不是事实。{wc}\n金钱其实什么都不是，不过是用于运作世界的载体，就像水流一样，只要保持流动就有价值。{wc}\n权力和力量虽然可以一时的镇压住一些人的意志，但是总有被反抗的时候。{wc}\n想要对绝大多数的人被其控制，最最重要的是掌握不为人知的真正的知识。{wc}\n就好比掌握了魔术一般，完全神不知鬼不觉的控制住人们的思想，最终让他们俯首称臣，甘愿被你控制。{wc}\n因为对于那些被障眼法迷惑的大众们，在他们的知识体系中，似乎这一切都是“真实”的。
SAY.flowchart_Game_Chapter_04.1304.,,根据我的判断，共济会是这个世界上最古老的秘密团体之一，在人类历史的每一次关键的转折点上，{wc}\n他们都有参与并导向历史的发展。从罗马时期的，犹太教盛行，再到基督教席卷欧洲，再到教皇十字军东征。{wc}\n展开了西方世界试图称霸世界的蓝图。这背后都有共济会成员的贡献。{wc}\n当航海事业大发展后，展开了大航海时代，驾驶船只征服了美洲，掠夺了财富，并统治。{wc}\n在圣殿骑士遭到屠杀之后，他们开始收敛变得更加小心行事，暗中操作。{wc}\n通过对现代金融的概念的翻新，共济会再度通过全球的银行和金融界协管了整个世界金融。{wc}\n这位他们暗中操控世界走向提供了得天独厚的帮助。
SAY.flowchart_Game_Chapter_04.1303.,,首先先声明，我并不是一名共济会或者光明会等等这些秘密组织的成员。{wc}\n因此我所说的这些信息也都是自己通过多种渠道不断获取并总结的，{wc}\n有很多地方并不一定是完全准确的，如果我有说的不对的地方请你多包涵。{wc}\n太早的历史很难追溯了。但是我们的近现代历史还是有很多部分可以考证的。{wc}\n在这里我就简单追诉一下。
SAY.flowchart_Game_Chapter_04.1305.,,这里要稍微提一下，共济会作为历史如此悠久的组织，不可能就只是大家举起来多挣钱真么简单。{wc}\n在组织内部有着非常宏达的愿景以及严格的等级制度。{wc}\n可以看得出他们的宗旨在很大程度上是对人类社会的控制，并希望尽快的实现世界新秩序。{wc}\n为此在现代时期，共济会一首促成了美国的建立，树立了世界新标杆。{wc}\n他们为了加速实现世界一统的目标，先后策划和实现了两次次世界大战。{wc}\n战后大力发展美国经济使之最终成为世界的巨头国家，再通过美苏冷战，这个纯粹创造出来的时期大力发展科技。{wc}\n他们暗中资助并支持双方势力让世界格局不断的朝着他们既定的方向推进。{wc}\n你也可以想象推动整个世界的方向并非容易，必然困难重重，因此他们小心翼翼的在战后布局世界格局。
SAY.flowchart_Game_Chapter_04.1309.,,那么好吧，不过这部分的故事由于互联网上能够搜集到的信息太少，{wc}\n因此有部分我接下来要讲的内容，可能和真实会有出入。{wc}\n我所说的内容只能被认为是尽可能自圆其说的一种假设，很可能全盘都是错的。{wc}\n但是至少目前来说我们认为它比较接近事实的真相。\n
SAY.flowchart_Game_Chapter_04.1308.,,那就从人类诞生开始吧！ {wc}\n我已经停不下来了。
SAY.flowchart_Game_Chapter_04.1307.,,这个问题非常复杂。{wc}\n而且要追溯到其根源。{wc}\n故事需要从人类刚诞生的时期开始讲起了。
SAY.flowchart_Game_Chapter_04.1306.,,你一定会觉得我说的是玄幻小说里的内容。{wc}\n的确一般人听了一定都会这么觉得的。{wc}\n其实不然，感谢现在互联网如此发达，如果你细心在网上收集信息，{wc}\n并且把它们像拼图一样一片片拼起来，你会发现真相远比我说的这些还要让你彻底疯狂。
SAY.flowchart_Game_Chapter_04.1312.,,雅克布？{wc}\n那是谁啊？
SAY.flowchart_Game_Chapter_04.1311.,,这样，{wc}\n关于人类的起源的问题，我让雅克布来跟你说吧。
SAY.flowchart_Game_Chapter_04.1310.,,没关系，对我来说所有新鲜的“血液”都是最最宝贵的。{wc}\n今天晚上我算是真的大开眼界了。{wc}\n十分期待，接下来会发生些什么！
SAY.flowchart_Game_Chapter_04.1320.,,不是，等会！ {wc}\n你不是那个吧台侍者吗？{wc}\n你是在开玩笑吧。你也知道那些知识？
SAY.flowchart_Game_Chapter_04.1318.,,就是我，很高兴认识你王浩，{wc}\n我就是雅克布。
SAY.flowchart_Game_Chapter_04.1323.,,我勒个去，这简直是乱了套了。。{wc}\n还有酒吗？我干脆烂醉在这吧。{wc}\n真心被你们整迷糊了。{wc}\n感觉自己又一次被狠狠的蒙在鼓里啊。
SAY.flowchart_Game_Chapter_04.1322.,,不敢当，{wc}\n我只不过把所见所闻所想跟听得懂的人一起分享而已。{wc} \n凯瑟琳你当之无愧是这家酒吧的主人。
SAY.flowchart_Game_Chapter_04.1321.,,你误会了，{wc}\n雅克布其实才是这家酒吧真正的主人。{wc}\n其实他才是那个知识最渊博的智者，{wc}\n我的导师。
SAY.flowchart_Game_Chapter_04.1328.,,王浩爽快的喝下杯中的酒，\n今晚对他来说实在是太难用一般的言语来概括了。\n感觉就像到了异次元世界。\n一切都那么神奇。
SAY.flowchart_Game_Chapter_04.1327.,,干杯！
SAY.flowchart_Game_Chapter_04.1326.,,来，干了这杯酒，我们就继续吧。{wc}\n致我们的血色浪漫。
SAY.flowchart_Game_Chapter_04.1325.,,好吧，{wc}\n我感觉到目前为止我已经有点脱胎换骨的意思了，呵呵。
SAY.flowchart_Game_Chapter_04.1324.,,别担心，王浩。{wc}\n要相信你今天遇到我们，{wc}\n是你这一生重要的转折点。{wc}\n当你今晚离开这家酒吧的时候，{wc}\n你已经是脱胎换骨的新人了。
CHARACTER.酒吧侍者,,酒吧侍者
CHARACTER.王浩,故事主人公，IT软件设计师。王浩，单身，屌丝宅男。,王浩
SAY.flowchart_Game_Chapter_01.155.,,啊啊啊啊！不行！{wc}\n我再也不要吃那些倒霉的安眠药，然后欺骗身体去睡觉了。
SAY.flowchart_Game_Chapter_01.157.,,我得想办法彻底改变这循规蹈矩的生活！{wc}\n想想自己，每天从一睁眼到闭眼，{wc}\n就是把生命消耗在这一切无谓的“工作”{wc}\n还有那些低俗无趣令人作呕的所谓娱乐方式。{wc}\n仿佛活在一群衣冠楚楚的禽兽圈里，拼命的梦想着活得像个人。
SAY.flowchart_Game_Chapter_01.159.,,算了，还是回到现实吧。{wc}\n得想个办法先解决失眠对我身心造成的创伤。{wc}\n或许。。。出去透透新鲜空气也许会好些。
